Name,l,b,r,a,b,e,angle,rc_pc,rc_min,rc_error,d_min,d_max,dist,dmod,dist_e,pmra,pmra_e,pmdec,pmdec_e,r_pm,member,cal_mem,age,br,brbv,bl,blbv,corresponding_clusters
272,133.25 ,-4.98 ,2.22 ,2.64 ,1.87 ,0.29 ,-13.89 ,14.27 ,68.23 ,0.38 ,613,825,722.70 ,719,51.51 ,1.67 ,0.22 ,-4.45 ,0.28 ,0.54 ,155,251.75 ,8.35,7.66 ,0.18 ,7.66 ,0.18 ,"Stock_4__khar__1,NGC_744__khar__1,IRAS_02130+5509__khar__1,NGC_869__khar__1,Stock_4__dias__1,NGC_744__dias__1,NGC_869__dias__1,Stock_4__cocd__1,NGC_744__cocd__1,NGC_869__cocd__1"
273,133.34 ,-3.20 ,1.87 ,1.99 ,1.76 ,0.12 ,-16.31 ,6.68 ,24.71 ,0.16 ,839,1019,930.76 ,929,39.62 ,3.33 ,0.15 ,-3.65 ,0.14 ,0.32 ,46,98.51 ,7.9,9.62 ,0.29 ,9.62 ,0.29 ,"Stock_2__cgoc__1,ASCC_7__khar__1,Stock_2__khar__1,NGC_869__khar__1,Basel_10__khar__1,SAI_17__khar__1,NGC_884__khar__1,ASCC_7__dias__1,Stock_2__dias__1,NGC_869__dias__1,Basel_10__dias__1,SAI_17__dias__1,NGC_884__dias__1,Stock_2__cocd__1,NGC_869__cocd__1,NGC_884__cocd__1"
274,133.36 ,-1.62 ,1.61 ,1.81 ,1.43 ,0.21 ,-8.21 ,2.77 ,25.38 ,0.06 ,360,390,374.92 ,375,6.93 ,15.89 ,0.47 ,-13.63 ,0.44 ,1.18 ,699,714.59 ,8.6,6.99 ,1.46 ,8.54 ,0.26 ,"Stock_2__cgoc__3,Riddle_4__khar__1,IRAS_02044+6031__khar__1,IRAS_02054+6011__khar__1,Stock_2__khar__1,Basel_10__khar__1,SAI_17__khar__1,ASCC_8__khar__1,Riddle_4__dias__1,Stock_2__dias__1,Basel_10__dias__1,SAI_17__dias__1,ASCC_8__dias__1,Stock_2__cocd__1"
275,133.48 ,8.51 ,1.10 ,1.19 ,1.02 ,0.14 ,-26.11 ,1.48 ,11.59 ,0.06 ,369,509,438.11 ,438,17.89 ,1.49 ,0.17 ,-7.89 ,0.20 ,0.58 ,95,112.33 ,7.8,8.96 ,0.91 ,9.25 ,0.17 ,"FSR_0576__khar__1,FSR_0581__khar__1"
276,134.73 ,0.00 ,1.13 ,1.43 ,0.88 ,0.38 ,-6.19 ,0.01 ,0.04 ,0.00 ,635,728,681.60 ,681,20.08 ,-3.52 ,0.14 ,0.57 ,0.18 ,0.44 ,118,221.08 ,7.9,8.35 ,0.47 ,9.74 ,0.23 ,"Stock_7__cgoc__3,FSR_0584__khar__1,Stock_7__khar__1,IC_1805__khar__1,Czernik_9__khar__1,Czernik_10__khar__1,FSR_0584__dias__1,Markarian_6__dias__1,IC_1805__dias__1,Czernik_9__dias__1,Czernik_10__dias__1,Stock_7__cocd__1,IC_1805__cocd__1"
277,134.90 ,2.35 ,1.54 ,1.63 ,1.46 ,0.10 ,-9.47 ,5.08 ,21.47 ,0.16 ,703,932,810.16 ,813,53.02 ,-2.55 ,0.19 ,0.97 ,0.20 ,0.43 ,74,139.78 ,8.85,10.33 ,0.57 ,11.26 ,0.41 ,"NGC_1027__cgoc__1,Tombaugh_4__khar__1,Teutsch_55__khar__1,IC_1805__khar__1,SAI_21__khar__1,NGC_1027__khar__1,Czernik_13__khar__1,Teutsch_162__khar__1,Tombaugh_4__dias__1,Teutsch_55__dias__1,IC_1805__dias__1,SAI_21__dias__1,NGC_1027__dias__1,Czernik_13__dias__1,Teutsch_162__dias__1,IC_1805__cocd__1,NGC_1027__cocd__1"
278,135.18 ,-1.40 ,0.41 ,0.48 ,0.35 ,0.27 ,-25.32 ,3.02 ,11.49 ,0.03 ,829,986,907.68 ,905,37.02 ,3.54 ,0.12 ,-2.82 ,0.14 ,0.32 ,26,55.73 ,8.75,10.22 ,1.57 ,11.75 ,0.56 ,FSR_0591__dias__1
279,135.36 ,2.74 ,3.72 ,4.18 ,3.31 ,0.21 ,6.92 ,11.38 ,65.52 ,0.39 ,484,738,601.83 ,597,48.35 ,-1.22 ,0.13 ,-4.61 ,0.13 ,0.30 ,82,113.42 ,8.95,6.97 ,1.74 ,10.83 ,0.37 ,"NGC_1027__cgoc__1,Stock_7__cgoc__2d,Trumpler_3__cgoc__2d,Berkeley_63__khar__1,FSR_0578__khar__1,NGC_886__khar__1,IRAS_02232+6138__khar__1,FSR_0584__khar__1,Tombaugh_4__khar__1,Teutsch_55__khar__1,Stock_7__khar__1,IC_1805__khar__1,Czernik_9__khar__1,Czernik_10__khar__1,SAI_21__khar__1,Czernik_11__khar__1,Berkeley_65__khar__1,NGC_1027__khar__1,Czernik_13__khar__1,Teutsch_162__khar__1,IRAS_02459+6029__khar__1,IC_1848__khar__1,IRAS_02497+6217__khar__1,IRAS_02511+6023__khar__1,IRAS_02541+6208__khar__1,Collinder_33__khar__1,SAI_24__khar__1,IRAS_02575+6017__khar__1,FSR_0612__khar__1,Trumpler_3__khar__1,Berkeley_63__dias__1,FSR_0578__dias__1,Stock_6__dias__1,FSR_0584__dias__1,Tombaugh_4__dias__1,Teutsch_55__dias__1,Markarian_6__dias__1,IC_1805__dias__1,Czernik_9__dias__1,Czernik_10__dias__1,SAI_21__dias__1,Czernik_11__dias__1,Berkeley_65__dias__1,NGC_1027__dias__1,Majaess_30__dias__1,Czernik_13__dias__1,Teutsch_162__dias__1,IC_1848__dias__1,Collinder_34__dias__1,SAI_24__dias__1,Trumpler_3__dias__1,NGC_886__cocd__1,Stock_7__cocd__1,IC_1805__cocd__1,NGC_1027__cocd__1,IC_1848__cocd__1,Collinder_33__cocd__1,Trumpler_3__cocd__1"
280,135.70 ,4.92 ,1.94 ,1.97 ,1.91 ,0.03 ,-64.34 ,6.20 ,24.57 ,0.34 ,729,1005,864.04 ,867,61.94 ,-0.45 ,0.12 ,0.52 ,0.13 ,0.29 ,37,89.77 ,8.8,10.67 ,0.95 ,13.07 ,0.80 ,FSR_0612__khar__1
281,135.79 ,-8.00 ,1.78 ,2.06 ,1.54 ,0.25 ,-16.91 ,7.47 ,41.18 ,0.50 ,468,784,619.51 ,624,59.30 ,-4.07 ,0.16 ,0.39 ,0.13 ,0.34 ,38,52.77 ,8.1,9.28 ,0.08 ,9.28 ,0.08 ,0
282,136.05 ,-17.30 ,0.33 ,0.37 ,0.29 ,0.21 ,-68.41 ,1.81 ,7.71 ,0.05 ,721,898,808.15 ,807,40.04 ,-2.79 ,0.12 ,-3.19 ,0.12 ,0.33 ,22,42.17 ,7.9,11.70 ,0.22 ,11.70 ,0.22 ,0
283,136.57 ,-5.02 ,3.73 ,4.01 ,3.47 ,0.14 ,-5.29 ,22.20 ,115.31 ,0.32 ,547,789,663.29 ,662,47.01 ,-1.78 ,0.19 ,-5.95 ,0.19 ,0.39 ,103,168.51 ,7.9,9.96 ,0.18 ,9.96 ,0.18 ,"Trumpler_2__cgoc__2d,IRAS_02130+5509__khar__1,NGC_869__khar__1,Basel_10__khar__1,NGC_884__khar__1,FSR_0591__khar__1,FSR_0617__khar__1,FSR_0596__khar__1,FSR_0620__khar__1,Czernik_8__khar__1,NGC_957__khar__1,Trumpler_2__khar__1,FSR_0611__khar__1,Czernik_12__khar__1,FSR_0614__khar__1,ASCC_9__khar__1,NGC_869__dias__1,Basel_10__dias__1,NGC_884__dias__1,FSR_0591__dias__1,FSR_0596__dias__1,Czernik_8__dias__1,NGC_957__dias__1,Trumpler_2__dias__1,FSR_0611__dias__1,Czernik_12__dias__1,FSR_0614__dias__1,ASCC_9__dias__1,NGC_869__cocd__1,NGC_884__cocd__1,NGC_957__cocd__1,Trumpler_2__cocd__1"
284,136.65 ,-6.32 ,2.10 ,2.85 ,1.55 ,0.46 ,-6.14 ,8.82 ,43.50 ,0.22 ,604,803,697.91 ,697,43.64 ,-0.47 ,0.10 ,1.22 ,0.12 ,0.27 ,75,122.61 ,9.1,9.46 ,1.38 ,11.65 ,0.52 ,IRAS_02130+5509__khar__1
285,136.97 ,-23.31 ,1.04 ,1.28 ,0.85 ,0.33 ,11.38 ,1.96 ,15.28 ,0.07 ,413,473,442.60 ,442,13.09 ,9.83 ,0.27 ,-11.73 ,0.30 ,0.92 ,195,199.37 ,8.95,8.62 ,1.17 ,10.80 ,0.52 ,"NGC_752__cgoc__3,NGC_752__khar__1,NGC_752__dias__1,NGC_752__cocd__1"
286,137.11 ,-3.59 ,1.34 ,1.74 ,1.04 ,0.40 ,6.49 ,8.24 ,40.18 ,0.18 ,619,799,704.82 ,705,31.22 ,0.30 ,0.16 ,-3.68 ,0.15 ,0.36 ,70,114.30 ,8.95,8.84 ,1.67 ,10.76 ,0.38 ,"Trumpler_2__cgoc__2d,NGC_957__khar__1,Trumpler_2__khar__1,FSR_0611__khar__1,FSR_0614__khar__1,NGC_957__dias__1,Trumpler_2__dias__1,FSR_0611__dias__1,FSR_0614__dias__1,NGC_957__cocd__1,Trumpler_2__cocd__1"
287,137.67 ,12.52 ,1.97 ,2.15 ,1.80 ,0.16 ,-9.65 ,11.93 ,65.11 ,0.76 ,497,810,640.77 ,630,75.35 ,-2.38 ,0.27 ,-3.46 ,0.26 ,0.57 ,52,97.21 ,8.45,6.77 ,1.67 ,8.84 ,0.23 ,0
288,137.97 ,0.62 ,1.81 ,2.24 ,1.46 ,0.35 ,1.36 ,33.08 ,135.40 ,1.20 ,782,904,840.82 ,840,27.65 ,-0.21 ,0.11 ,-1.37 ,0.11 ,0.24 ,53,113.91 ,7.9,9.98 ,0.41 ,9.98 ,0.41 ,"IRAS_02459+6029__khar__1,IC_1848__khar__1,IRAS_02511+6023__khar__1,Collinder_33__khar__1,SAI_24__khar__1,IRAS_02575+6017__khar__1,Berkeley_66__khar__1,Majaess_30__dias__1,IC_1848__dias__1,Collinder_34__dias__1,SAI_24__dias__1,Berkeley_66__dias__1,IC_1848__cocd__1,Collinder_33__cocd__1,COIN-Gaia_37__coin__1"
289,139.12 ,-0.30 ,2.26 ,2.57 ,1.98 ,0.23 ,27.17 ,10.23 ,34.84 ,0.27 ,892,1126,1010.37 ,1009,59.65 ,0.91 ,0.14 ,-2.05 ,0.14 ,0.31 ,154,427.31 ,7.95,9.61 ,0.33 ,9.61 ,0.33 ,"ASCC_9__khar__1,IRAS_02511+6023__khar__1,Collinder_33__khar__1,SAI_24__khar__1,SAI_25__khar__1,IRAS_02575+6017__khar__1,Berkeley_66__khar__1,Czernik_14__khar__1,ASCC_9__dias__1,Collinder_34__dias__1,SAI_24__dias__1,SAI_25__dias__1,Berkeley_66__dias__1,Czernik_14__dias__1,Collinder_33__cocd__1,COIN-Gaia_37__coin__3"
290,139.84 ,-5.60 ,2.60 ,2.84 ,2.38 ,0.16 ,-0.43 ,6.20 ,32.09 ,0.74 ,539,789,657.32 ,664,47.93 ,-1.47 ,0.18 ,-6.24 ,0.20 ,0.41 ,48,78.63 ,8.75,7.85 ,1.44 ,9.38 ,0.09 ,"Czernik_12__khar__1,Czernik_12__dias__1"
291,139.95 ,2.29 ,1.07 ,1.19 ,0.96 ,0.20 ,-24.29 ,4.49 ,25.26 ,0.06 ,563,660,613.24 ,611,19.76 ,-4.28 ,0.18 ,-0.95 ,0.18 ,0.47 ,61,99.08 ,7.8,7.42 ,0.20 ,9.12 ,0.13 ,"Stock_23__cgoc__3,Stock_23__khar__1,FSR_0627__khar__1,FSR_0628__khar__1,Stock_23__dias__1,FSR_0628__dias__1,Stock_23__cocd__1"
292,140.30 ,7.91 ,1.11 ,1.26 ,0.99 ,0.21 ,-32.21 ,1.28 ,9.92 ,0.17 ,303,593,446.78 ,444,33.46 ,0.23 ,0.17 ,-8.12 ,0.19 ,0.44 ,28,45.81 ,8.8,8.11 ,1.35 ,9.59 ,0.51 ,0
293,140.42 ,-0.24 ,1.19 ,1.59 ,0.90 ,0.43 ,-3.82 ,3.97 ,18.47 ,0.42 ,667,825,739.48 ,739,32.17 ,0.90 ,0.10 ,-4.98 ,0.10 ,0.24 ,26,63.00 ,8.6,9.50 ,0.58 ,9.50 ,0.58 ,"Berkeley_66__khar__1,Berkeley_66__dias__1,COIN-Gaia_37__coin__1"
294,140.45 ,10.18 ,0.84 ,1.51 ,0.47 ,0.69 ,-12.68 ,12.90 ,59.44 ,0.86 ,697,790,746.09 ,746,16.77 ,-1.27 ,0.13 ,2.25 ,0.18 ,0.38 ,27,51.05 ,8.95,10.69 ,0.62 ,10.69 ,0.62 ,0
295,141.96 ,-0.78 ,1.64 ,1.78 ,1.52 ,0.14 ,30.49 ,8.66 ,31.43 ,0.04 ,858,1036,943.77 ,947,36.45 ,3.15 ,0.08 ,-2.35 ,0.10 ,0.22 ,34,83.00 ,7,12.01 ,0.90 ,12.93 ,0.74 ,"King_6__cgoc__1,King_6__khar__1,King_6__dias__1,King_6__cocd__1"
296,142.50 ,-9.83 ,1.11 ,1.35 ,0.91 ,0.32 ,-20.70 ,3.62 ,23.15 ,0.11 ,416,696,543.90 ,538,49.33 ,1.97 ,0.27 ,-6.75 ,0.31 ,0.80 ,49,57.94 ,7.95,7.71 ,0.05 ,7.84 ,0.02 ,0
297,143.35 ,-0.10 ,0.42 ,0.44 ,0.41 ,0.07 ,3.39 ,0.90 ,4.24 ,0.04 ,684,777,728.44 ,727,21.01 ,3.87 ,0.20 ,-1.84 ,0.21 ,0.58 ,161,303.82 ,8.75,10.00 ,0.60 ,10.00 ,0.60 ,"King_6__cgoc__3,King_6__khar__1,King_6__dias__1,King_6__cocd__1"
298,143.59 ,4.59 ,1.98 ,2.36 ,1.66 ,0.29 ,11.32 ,16.70 ,89.69 ,5.94 ,538,753,641.93 ,640,42.36 ,-2.88 ,0.15 ,-0.44 ,0.13 ,0.32 ,56,91.74 ,7.95,11.19 ,0.53 ,11.66 ,0.37 ,"FSR_0634__khar__1,Tombaugh_5__khar__1,Czernik_17__khar__1,Juchert_9__khar__1,FSR_0634__dias__1,Tombaugh_5__dias__1,Czernik_17__dias__1,Juchert_9__dias__1,Tombaugh_5__cocd__1"
299,143.68 ,-15.64 ,0.75 ,0.82 ,0.67 ,0.18 ,11.87 ,1.65 ,11.27 ,0.05 ,460,547,503.70 ,503,18.42 ,0.72 ,0.26 ,-5.70 ,0.27 ,0.78 ,347,410.65 ,7.95,8.25 ,0.02 ,8.90 ,-0.01 ,"NGC_1039__cgoc__3,NGC_1039__khar__1,NGC_1039__dias__1,NGC_1039__cocd__1"
300,143.78 ,4.64 ,0.60 ,0.67 ,0.53 ,0.21 ,-2.24 ,4.35 ,15.55 ,0.08 ,864,1060,956.92 ,962,41.97 ,0.25 ,0.13 ,-0.75 ,0.10 ,0.31 ,21,57.85 ,8.6,10.36 ,0.49 ,12.11 ,0.45 ,0
301,143.89 ,11.66 ,2.41 ,2.70 ,2.15 ,0.21 ,-12.14 ,16.90 ,66.93 ,0.16 ,765,988,871.68 ,868,53.22 ,2.74 ,0.19 ,-2.41 ,0.19 ,0.42 ,86,161.13 ,8.5,8.58 ,0.30 ,8.58 ,0.30 ,FSR_0643__khar__1
302,144.38 ,7.84 ,2.09 ,2.22 ,1.98 ,0.11 ,7.67 ,12.84 ,74.54 ,0.34 ,448,732,595.35 ,592,54.25 ,-4.22 ,0.23 ,0.46 ,0.21 ,0.47 ,47,76.89 ,7.95,7.51 ,1.64 ,10.12 ,0.16 ,"NGC_1502__cgoc__1,NGC_1502__khar__1,NGC_1502__dias__1,NGC_1502__cocd__1"
303,144.56 ,-18.03 ,2.49 ,3.60 ,1.72 ,0.52 ,9.18 ,2.03 ,32.94 ,0.68 ,161,265,211.46 ,212,8.05 ,18.25 ,0.38 ,-24.33 ,0.49 ,1.07 ,33,33.00 ,7.95,7.57 ,-0.01 ,7.57 ,-0.01 ,0
304,144.64 ,-8.08 ,1.91 ,1.99 ,1.84 ,0.08 ,6.56 ,8.92 ,39.94 ,0.49 ,663,891,772.68 ,768,38.95 ,8.10 ,0.13 ,-5.83 ,0.16 ,0.34 ,34,64.11 ,8.7,9.41 ,0.80 ,10.20 ,0.47 ,COIN-Gaia_9__coin__2d
305,145.35 ,-19.04 ,1.53 ,2.14 ,1.10 ,0.48 ,-33.22 ,3.10 ,25.93 ,0.43 ,291,532,411.64 ,411,31.26 ,2.96 ,0.13 ,-6.50 ,0.10 ,0.32 ,32,32.72 ,7.95,7.13 ,0.03 ,7.13 ,0.03 ,0
306,145.65 ,-8.57 ,0.66 ,0.75 ,0.59 ,0.21 ,3.64 ,2.05 ,8.07 ,0.07 ,782,956,870.17 ,872,41.39 ,-1.98 ,0.15 ,-2.88 ,0.23 ,0.48 ,57,107.56 ,7.7,10.19 ,0.36 ,10.19 ,0.36 ,COIN-Gaia_9__coin__3
307,145.71 ,-0.37 ,1.19 ,1.31 ,1.09 ,0.17 ,-53.57 ,4.73 ,18.20 ,0.16 ,795,991,892.02 ,893,40.90 ,-2.13 ,0.18 ,-1.82 ,0.17 ,0.46 ,54,128.96 ,7.25,7.56 ,0.75 ,7.56 ,0.75 ,0
308,146.97 ,-3.27 ,2.48 ,2.70 ,2.28 ,0.16 ,-10.15 ,2.82 ,15.96 ,0.87 ,465,751,608.20 ,608,63.19 ,-3.31 ,0.23 ,-0.10 ,0.23 ,0.54 ,71,116.16 ,8.9,10.34 ,0.31 ,10.34 ,0.31 ,"NGC_1444__cgoc__1,Czernik_15__khar__1,Czernik_16__khar__1,Berkeley_9__khar__1,NGC_1348__khar__1,NGC_1444__khar__1,Czernik_15__dias__1,Czernik_16__dias__1,Berkeley_9__dias__1,NGC_1348__dias__1,NGC_1444__dias__1,Majaess_36__dias__1"
309,147.24 ,-6.41 ,3.42 ,3.82 ,3.05 ,0.20 ,-27.65 ,2.99 ,59.09 ,0.07 ,145,203,174.08 ,174,6.01 ,22.98 ,0.85 ,-25.51 ,0.88 ,2.14 ,531,531.00 ,7.9,4.92 ,-0.11 ,4.92 ,-0.11 ,"Melotte_20__cgoc__3,NGC_1245__khar__1,Czernik_15__khar__1,Melotte_20__khar__1,NGC_1348__khar__1,NGC_1245__dias__1,Czernik_15__dias__1,Melotte_20__dias__1,NGC_1348__dias__1,Melotte_20__cocd__1,COIN-Gaia_9__coin__1"
310,149.14 ,-4.72 ,1.33 ,1.54 ,1.15 ,0.26 ,-38.76 ,0.01 ,0.06 ,0.00 ,466,753,616.93 ,620,61.63 ,-2.66 ,0.07 ,0.61 ,0.11 ,0.27 ,14,19.43 ,7.75,8.52 ,0.16 ,8.52 ,0.16 ,0
311,150.22 ,0.04 ,1.47 ,1.59 ,1.36 ,0.14 ,21.18 ,8.28 ,33.76 ,0.21 ,738,968,848.14 ,843,47.02 ,-0.73 ,0.16 ,-0.99 ,0.13 ,0.35 ,58,109.56 ,7.7,10.47 ,0.25 ,10.47 ,0.25 ,"FSR_0667__cgoc__1,King_7__khar__1,Juchert_19__khar__1,FSR_0660__khar__1,NGC_1496__khar__1,FSR_0663__khar__1,FSR_0667__khar__1,King_7__dias__1,Juchert_19__dias__1,FSR_0660__dias__1,Majaess_41__dias__1,Majaess_42__dias__1,NGC_1496__dias__1,FSR_0665__dias__1,FSR_0667__dias__1"
312,150.30 ,5.44 ,0.83 ,1.36 ,0.50 ,0.63 ,-5.96 ,0.00 ,0.02 ,0.00 ,624,779,701.42 ,702,22.45 ,0.20 ,0.07 ,-0.73 ,0.07 ,0.19 ,23,44.09 ,8.9,9.21 ,0.49 ,9.21 ,0.49 ,0
313,150.33 ,-1.99 ,1.06 ,1.10 ,1.03 ,0.06 ,-38.83 ,5.86 ,20.27 ,0.12 ,898,1090,997.58 ,994,47.82 ,0.57 ,0.16 ,-1.56 ,0.15 ,0.36 ,59,142.97 ,8.55,10.25 ,0.55 ,12.43 ,0.46 ,Majaess_42__dias__1
314,150.49 ,6.34 ,1.88 ,2.45 ,1.44 ,0.41 ,8.32 ,3.01 ,16.22 ,0.62 ,539,746,638.70 ,639,27.18 ,-1.77 ,0.09 ,-5.63 ,0.10 ,0.26 ,32,52.35 ,8.9,9.15 ,0.71 ,11.06 ,0.50 ,"Alessi_2__cgoc__2d,Alessi_2__khar__1,Alessi_2__dias__1,Alessi_2__cocd__1"
315,150.51 ,5.30 ,1.45 ,1.59 ,1.32 ,0.17 ,-1.36 ,3.35 ,11.94 ,0.38 ,873,1057,967.85 ,965,43.24 ,3.60 ,0.14 ,-3.07 ,0.15 ,0.39 ,55,133.65 ,8.9,9.80 ,0.29 ,9.80 ,0.29 ,FSR_0662__dias__1
316,150.55 ,-9.24 ,0.59 ,0.62 ,0.56 ,0.09 ,6.28 ,1.87 ,7.56 ,0.04 ,797,912,853.14 ,852,29.86 ,0.95 ,0.17 ,-3.02 ,0.15 ,0.49 ,173,323.82 ,8.2,7.54 ,0.02 ,7.54 ,0.02 ,"ASCC_11__cgoc__3,ASCC_11__khar__1,ASCC_11__dias__1"
317,151.23 ,13.22 ,1.30 ,1.56 ,1.08 ,0.30 ,17.03 ,3.39 ,12.95 ,0.43 ,773,1027,898.55 ,900,51.67 ,-1.11 ,0.19 ,-1.46 ,0.17 ,0.47 ,42,89.94 ,7.6,9.89 ,0.36 ,10.82 ,0.31 ,0
318,152.06 ,0.27 ,0.56 ,0.68 ,0.46 ,0.32 ,2.91 ,2.15 ,7.33 ,0.09 ,945,1073,1008.67 ,1009,32.66 ,2.18 ,0.14 ,-2.24 ,0.12 ,0.38 ,200,424.24 ,8.35,9.42 ,0.71 ,11.70 ,0.38 ,"NGC_1528__cgoc__3,NGC_1528__khar__1,NGC_1528__dias__1,NGC_1528__cocd__1"
319,152.12 ,1.54 ,1.81 ,1.93 ,1.70 ,0.12 ,-63.38 ,15.27 ,67.81 ,0.23 ,699,864,776.67 ,774,36.26 ,0.68 ,0.23 ,-3.80 ,0.28 ,0.57 ,197,368.49 ,7.3,6.89 ,0.24 ,7.73 ,0.24 ,"NGC_1528__cgoc__1,NGC_1528__khar__1,Waterloo_1__khar__1,Mayer_2__khar__1,FSR_0671__khar__1,NGC_1528__dias__1,Waterloo_1__dias__1,Mayer_2__dias__1,FSR_0671__dias__1,NGC_1528__cocd__1"
320,152.36 ,6.38 ,1.06 ,1.32 ,0.85 ,0.36 ,-1.00 ,2.81 ,15.52 ,0.03 ,552,695,620.45 ,622,28.01 ,-0.86 ,0.16 ,-1.04 ,0.16 ,0.50 ,148,205.37 ,8.75,8.29 ,1.38 ,9.81 ,0.30 ,"Alessi_2__cgoc__3,Alessi_2__khar__1,Alessi_2__dias__1,Alessi_2__cocd__1"
321,152.40 ,-8.50 ,2.01 ,2.19 ,1.84 ,0.16 ,2.39 ,13.15 ,58.28 ,0.47 ,659,902,774.61 ,776,54.46 ,2.09 ,0.15 ,-4.55 ,0.13 ,0.34 ,79,148.97 ,7.9,9.11 ,0.23 ,9.11 ,0.23 ,"ASCC_11__cgoc__2d,ASCC_11__khar__1,ASCC_11__dias__1"
322,152.74 ,-6.13 ,0.45 ,0.47 ,0.42 ,0.10 ,-22.56 ,2.64 ,9.49 ,0.05 ,899,1011,952.70 ,955,26.45 ,-1.39 ,0.15 ,-2.99 ,0.15 ,0.42 ,60,127.43 ,7.55,8.49 ,0.19 ,8.49 ,0.19 ,0
323,153.09 ,-1.24 ,1.67 ,1.70 ,1.63 ,0.04 ,2.43 ,2.43 ,13.67 ,0.36 ,484,738,611.37 ,611,55.32 ,3.91 ,0.18 ,-5.03 ,0.18 ,0.44 ,47,76.89 ,7.95,10.52 ,0.51 ,11.44 ,0.47 ,"NGC_1545__cgoc__2d,NGC_1513__khar__1,FSR_0674__khar__1,NGC_1545__khar__1,NGC_1513__dias__1,FSR_0674__dias__1,NGC_1545__dias__1,NGC_1545__cocd__1"
324,153.35 ,0.11 ,1.07 ,1.26 ,0.91 ,0.28 ,-16.22 ,1.92 ,9.26 ,0.12 ,674,761,715.61 ,714,19.90 ,-1.96 ,0.12 ,-0.09 ,0.10 ,0.29 ,102,190.68 ,7.9,6.52 ,1.81 ,10.92 ,0.35 ,"NGC_1545__cgoc__3,NGC_1545__khar__1,NGC_1545__dias__1,NGC_1545__cocd__1"
325,153.66 ,0.68 ,0.29 ,0.32 ,0.26 ,0.20 ,-61.07 ,3.85 ,17.35 ,0.15 ,704,816,763.11 ,762,27.70 ,-1.55 ,0.08 ,-2.30 ,0.08 ,0.23 ,11,38.59 ,7.95,12.40 ,0.67 ,12.40 ,0.67 ,0
326,154.42 ,-5.74 ,1.28 ,1.37 ,1.21 ,0.12 ,-24.64 ,9.34 ,49.70 ,0.42 ,527,775,641.77 ,646,50.14 ,-2.16 ,0.30 ,0.10 ,0.34 ,0.69 ,40,65.39 ,8.95,9.98 ,1.61 ,11.04 ,0.40 ,0
327,154.48 ,-2.97 ,1.54 ,1.58 ,1.51 ,0.05 ,-50.92 ,6.50 ,22.54 ,0.68 ,844,1138,993.00 ,991,72.16 ,1.74 ,0.20 ,-0.66 ,0.20 ,0.43 ,63,135.21 ,8.85,10.87 ,0.54 ,10.87 ,0.54 ,"Juchert_20__khar__1,FSR_0674__khar__1,Juchert_20__dias__1,FSR_0674__dias__1"
328,154.67 ,3.42 ,3.67 ,4.59 ,2.94 ,0.36 ,-1.49 ,13.14 ,86.69 ,0.48 ,427,615,522.11 ,521,36.23 ,-4.68 ,0.18 ,-0.94 ,0.18 ,0.40 ,94,130.44 ,7.9,8.62 ,0.31 ,9.44 ,0.19 ,"NGC_1545__cgoc__1,NGC_1708__cgoc__1,NGC_1545__khar__1,FSR_0671__khar__1,IRAS_04324+5106__khar__1,Berkeley_67__khar__1,NGC_1624__khar__1,Berkeley_13__khar__1,FSR_0690__khar__1,NGC_1708__khar__1,NGC_1545__dias__1,FSR_0671__dias__1,Berkeley_67__dias__1,FSR_0687__dias__1,NGC_1624__dias__1,Berkeley_13__dias__1,NGC_1708__dias__1,NGC_1545__cocd__1,NGC_1708__cocd__1,RSG9y__rsg__1,RSG9o__rsg__1"
329,154.90 ,13.34 ,1.12 ,1.30 ,0.97 ,0.25 ,-1.42 ,1.29 ,9.21 ,0.27 ,419,544,482.15 ,481,16.25 ,-3.16 ,0.16 ,-4.03 ,0.16 ,0.50 ,123,170.41 ,8.9,7.42 ,1.58 ,10.17 ,0.44 ,UBC8__ubc__2d
330,154.94 ,-15.37 ,0.98 ,1.08 ,0.89 ,0.18 ,-10.53 ,1.91 ,10.06 ,0.09 ,610,698,652.81 ,652,20.00 ,0.52 ,0.21 ,-1.60 ,0.20 ,0.63 ,343,560.05 ,8.9,8.79 ,1.64 ,11.49 ,0.48 ,"NGC_1342__cgoc__3,NGC_1342__khar__1,FSR_0682__khar__1,NGC_1342__dias__1,NGC_1342__cocd__1"
331,155.76 ,6.88 ,0.50 ,0.59 ,0.41 ,0.30 ,-1.58 ,2.33 ,8.54 ,0.02 ,873,1003,937.31 ,938,31.24 ,0.27 ,0.13 ,-1.38 ,0.11 ,0.36 ,87,211.08 ,8.8,10.81 ,0.68 ,11.15 ,0.52 ,"NGC_1708__cgoc__3,NGC_1708__khar__1,NGC_1708__dias__1,NGC_1708__cocd__1"
332,155.76 ,-17.86 ,0.68 ,0.80 ,0.57 ,0.28 ,3.51 ,3.05 ,15.41 ,0.10 ,624,736,677.04 ,680,29.66 ,-1.68 ,0.15 ,-1.33 ,0.10 ,0.32 ,35,57.22 ,7.95,10.04 ,0.28 ,11.17 ,0.26 ,"ASCC_10__cgoc__3,ASCC_10__khar__1,Alessi_Teutsch_9__dias__1"
